team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
SJS,2025,SJS,SJS,Team Level,5on4,82,0.88,0.87,0.84,24125.0,350.89,49.62,33.32,76.21,11.92,195.57,100.36,44.62,49.62,44.62,325.0,142.0,182.0,649.0,46.0,52.0,6.0,65.0,0.0,168.0,136.0,279.0,421.0,16.0,32.0,223.0,16.0,18.0,78.0,300.0,99.0,68.0,8.11,11.73,29.77,7.0,13.0,26.0,649.0,467.0,467.0,4.0,8.89,13.98,13.35,45.16,45.16,43.01,68.69,6.59,3.43,10.55,2.1,20.91,46.41,6.48,6.59,6.48,72.0,18.0,8.0,98.0,7.0,6.0,1.0,9.0,0.0,11.0,57.0,65.0,83.0,12.0,24.0,210.0,42.0,34.0,53.0,62.0,23.0,5.0,2.15,3.1,1.34,4.0,2.0,1.0,98.0,90.0,90.0,45.0,0.79,0.96,0.96,6.42,6.42,6.37
NSH,2025,NSH,NSH,Team Level,other,82,0.48,0.5,0.51,12010.0,184.7,39.87,12.72,34.11,6.25,98.91,60.13,36.84,39.87,36.84,162.0,90.0,61.0,313.0,32.0,23.0,2.0,31.0,0.0,89.0,77.0,130.0,220.0,2.0,4.0,141.0,24.0,20.0,29.0,132.0,65.0,55.0,5.33,8.02,26.53,6.0,8.0,18.0,313.0,252.0,252.0,8.0,3.72,6.93,6.27,37.31,37.31,35.59,180.02,43.77,12.55,31.3,5.91,91.8,60.68,41.51,43.77,41.51,162.0,84.0,71.0,317.0,44.0,13.0,3.0,21.0,0.0,86.0,82.0,118.0,202.0,8.0,16.0,136.0,28.0,20.0,33.0,126.0,62.0,58.0,5.19,7.87,30.7,5.0,16.0,23.0,317.0,246.0,246.0,11.0,3.64,4.16,4.16,43.26,43.26,41.78
NSH,2025,NSH,NSH,Team Level,all,82,0.48,0.5,0.49,299335.0,2567.53,251.09,181.15,616.79,86.54,1376.17,981.26,238.62,250.31,237.91,2285.0,1208.0,1314.0,4807.0,242.0,306.0,32.0,514.0,6.0,1235.0,1190.0,2043.0,3251.0,301.0,653.0,2399.0,1576.0,425.0,1236.0,2591.0,618.0,284.0,75.46,77.34,98.3,86.0,85.0,71.0,4766.86,3493.0,3468.55,603.0,40.58,61.56,62.51,229.16,228.7,222.36,2676.62,269.8,186.11,632.9,89.13,1421.88,1033.17,257.01,272.09,259.18,2431.0,1202.0,1103.0,4736.0,267.0,260.0,41.0,511.0,3.0,1289.0,1303.0,2164.0,3366.0,287.0,631.0,2354.0,1661.0,354.0,1295.0,2660.0,693.0,280.0,79.48,86.19,104.13,87.0,104.0,76.0,4786.7,3633.0,3667.51,573.0,41.57,57.59,57.65,253.73,255.57,248.38
NSH,2025,NSH,NSH,Team Level,5on5,82,0.49,0.5,0.48,241567.0,1972.57,166.64,133.69,498.29,66.71,1052.28,771.4,160.16,165.85,159.46,1729.0,960.0,1106.0,3795.0,151.0,231.0,22.0,414.0,6.0,959.0,928.0,1578.0,2538.0,267.0,585.0,1839.0,1491.0,348.0,1082.0,2049.0,466.0,174.0,60.0,58.75,47.9,66.0,59.0,26.0,3754.86,2689.0,2664.55,551.0,27.89,44.86,44.86,149.67,149.21,146.38,2101.77,173.19,138.08,524.21,70.4,1131.04,832.06,167.19,175.48,169.37,1896.0,973.0,916.0,3785.0,181.0,200.0,32.0,428.0,3.0,1036.0,1021.0,1715.0,2688.0,257.0,573.0,1842.0,1575.0,287.0,1108.0,2210.0,500.0,159.0,65.73,61.5,45.96,78.0,74.0,29.0,3835.7,2869.0,2903.51,520.0,28.73,42.8,42.85,159.06,160.91,158.28
NSH,2025,NSH,NSH,Team Level,4on5,82,0.1,0.14,0.16,23457.0,59.12,5.01,2.88,8.96,1.85,18.93,41.37,4.87,5.01,4.87,65.0,14.0,10.0,89.0,7.0,5.0,0.0,7.0,0.0,15.0,45.0,58.0,72.0,14.0,28.0,204.0,43.0,43.0,43.0,57.0,18.0,4.0,1.49,2.38,1.14,3.0,4.0,0.0,89.0,79.0,79.0,36.0,0.65,0.8,0.8,4.86,4.86,4.82,325.51,46.31,32.27,67.16,10.7,178.46,92.11,41.85,46.31,41.85,304.0,123.0,106.0,533.0,40.0,42.0,6.0,59.0,0.0,150.0,136.0,264.0,387.0,12.0,22.0,190.0,21.0,24.0,109.0,258.0,114.0,55.0,6.31,14.75,25.26,3.0,13.0,24.0,533.0,427.0,427.0,3.0,8.46,9.57,9.57,45.19,45.19,42.13
NSH,2025,NSH,NSH,Team Level,5on4,82,0.86,0.86,0.84,22301.0,351.15,39.58,31.86,75.42,11.73,206.05,108.38,36.76,39.58,36.76,329.0,144.0,137.0,610.0,52.0,47.0,8.0,62.0,0.0,172.0,140.0,277.0,421.0,18.0,36.0,215.0,18.0,14.0,82.0,353.0,69.0,51.0,8.64,8.2,22.73,11.0,14.0,27.0,610.0,473.0,473.0,8.0,8.32,8.96,10.57,37.31,37.31,35.57,69.32,6.53,3.22,10.24,2.13,20.57,48.32,6.45,6.53,6.45,69.0,22.0,10.0,101.0,2.0,5.0,0.0,3.0,0.0,17.0,64.0,67.0,89.0,10.0,20.0,186.0,37.0,23.0,45.0,66.0,17.0,8.0,2.25,2.07,2.21,1.0,1.0,0.0,101.0,91.0,91.0,39.0,0.74,1.06,1.06,6.21,6.21,6.19
DAL,2025,DAL,DAL,Team Level,other,82,0.59,0.52,0.51,10274.0,153.02,40.5,10.67,26.77,5.25,74.34,48.47,37.47,40.5,37.47,137.0,69.0,89.0,295.0,34.0,16.0,3.0,21.0,2.0,73.0,60.0,103.0,172.0,4.0,8.0,133.0,23.0,22.0,33.0,94.0,57.0,55.0,3.94,7.17,29.39,7.0,11.0,16.0,295.0,206.0,206.0,14.0,3.2,5.53,5.53,38.17,38.17,36.98,141.77,27.56,9.35,26.06,4.73,78.76,50.54,25.46,27.56,25.46,134.0,63.0,73.0,270.0,31.0,10.0,3.0,18.0,0.0,70.0,68.0,103.0,166.0,5.0,14.0,122.0,37.0,18.0,37.0,115.0,50.0,32.0,4.94,6.05,16.58,6.0,9.0,16.0,270.0,197.0,197.0,10.0,2.67,2.29,2.29,27.93,27.93,25.8
DAL,2025,DAL,DAL,Team Level,all,82,0.52,0.48,0.48,300010.0,2281.68,259.26,161.0,534.6,76.74,1187.2,853.2,245.96,261.62,248.17,2076.0,996.0,1131.0,4203.0,273.0,280.0,53.0,396.0,6.0,1065.0,1052.0,1803.0,2799.0,290.0,633.0,2249.0,1553.0,382.0,1193.0,2109.0,662.0,301.0,67.26,82.1,109.91,92.0,93.0,88.0,4266.69,3072.0,3107.11,563.0,36.44,64.05,64.05,231.64,233.47,228.6,2399.64,237.93,162.79,582.24,81.81,1282.18,921.06,223.39,237.41,222.9,2145.0,1123.0,1311.0,4579.0,222.0,271.0,33.0,404.0,3.0,1122.0,1246.0,1923.0,3046.0,289.0,631.0,2110.0,1993.0,387.0,1311.0,2421.0,580.0,267.0,74.71,70.29,92.93,80.0,67.0,75.0,4551.53,3268.0,3260.17,566.0,36.38,55.11,55.11,219.2,218.9,211.02
DAL,2025,DAL,DAL,Team Level,5on5,82,0.51,0.47,0.48,242686.0,1728.72,159.03,115.59,431.85,57.79,904.64,670.11,152.48,161.38,154.68,1571.0,768.0,920.0,3259.0,170.0,203.0,30.0,320.0,2.0,831.0,813.0,1401.0,2169.0,261.0,575.0,1733.0,1481.0,309.0,1060.0,1691.0,489.0,159.0,54.41,60.49,44.12,75.0,67.0,28.0,3322.69,2339.0,2374.11,515.0,24.18,42.01,42.01,141.18,143.02,140.63,1848.05,154.11,117.17,470.0,62.59,985.35,731.77,149.35,153.59,148.86,1635.0,886.0,1087.0,3608.0,138.0,202.0,24.0,322.0,3.0,877.0,979.0,1497.0,2383.0,266.0,581.0,1589.0,1881.0,314.0,1166.0,1944.0,427.0,150.0,59.85,51.72,42.55,68.0,43.0,27.0,3580.53,2521.0,2513.17,527.0,24.35,39.84,40.13,138.31,138.03,136.21
DAL,2025,DAL,DAL,Team Level,4on5,82,0.09,0.11,0.12,24646.0,51.74,4.97,2.26,7.48,1.58,15.21,34.5,4.91,4.97,4.91,53.0,13.0,7.0,73.0,4.0,2.0,1.0,2.0,0.0,11.0,47.0,49.0,62.0,10.0,20.0,166.0,39.0,38.0,42.0,48.0,11.0,7.0,1.24,1.54,2.19,2.0,1.0,1.0,73.0,66.0,66.0,33.0,0.53,0.55,0.55,4.95,4.95,4.93,354.77,50.48,33.15,77.59,12.55,199.01,101.21,42.88,50.48,42.88,307.0,167.0,139.0,613.0,46.0,57.0,5.0,57.0,0.0,167.0,147.0,261.0,428.0,10.0,20.0,232.0,26.0,20.0,83.0,310.0,87.0,77.0,8.35,10.52,31.6,5.0,12.0,29.0,613.0,474.0,474.0,11.0,8.67,12.41,12.11,47.03,47.03,43.16
DAL,2025,DAL,DAL,Team Level,5on4,82,0.9,0.87,0.86,22404.0,348.19,54.77,32.49,68.49,12.12,193.01,100.12,51.11,54.77,51.11,315.0,146.0,115.0,576.0,65.0,59.0,19.0,53.0,2.0,150.0,132.0,250.0,396.0,15.0,30.0,217.0,10.0,13.0,58.0,276.0,105.0,80.0,7.67,12.89,34.21,8.0,14.0,43.0,576.0,461.0,461.0,1.0,8.54,15.96,15.96,47.34,47.34,46.06,55.06,5.78,3.11,8.59,1.93,19.06,37.53,5.71,5.78,5.71,69.0,7.0,12.0,88.0,7.0,2.0,1.0,7.0,0.0,8.0,52.0,62.0,69.0,8.0,16.0,167.0,49.0,35.0,25.0,52.0,16.0,8.0,1.57,2.01,2.2,1.0,3.0,3.0,88.0,76.0,76.0,18.0,0.7,0.57,0.57,5.92,5.92,5.84
STL,2025,STL,STL,Team Level,other,82,0.42,0.44,0.42,9540.0,108.74,26.58,7.42,18.51,3.64,56.36,38.5,25.03,26.58,25.03,94.0,57.0,62.0,213.0,24.0,7.0,3.0,6.0,0.0,65.0,49.0,70.0,127.0,6.0,10.0,117.0,15.0,12.0,27.0,81.0,33.0,37.0,3.35,4.35,18.88,3.0,3.0,18.0,213.0,151.0,151.0,16.0,2.07,2.43,2.43,26.22,26.22,25.03,154.23,36.53,10.98,25.99,4.89,82.82,48.79,33.18,36.53,33.18,150.0,60.0,65.0,275.0,27.0,11.0,1.0,23.0,1.0,89.0,59.0,123.0,183.0,6.0,20.0,113.0,24.0,10.0,34.0,107.0,51.0,52.0,4.65,6.02,25.86,4.0,8.0,15.0,275.0,210.0,210.0,14.0,3.21,5.34,5.34,34.41,34.41,32.38
STL,2025,STL,STL,Team Level,all,82,0.47,0.48,0.47,298612.0,2280.02,221.97,157.24,542.66,75.56,1217.06,880.62,211.27,223.0,212.21,2078.0,1019.0,1171.0,4268.0,230.0,250.0,22.0,407.0,3.0,1078.0,1129.0,1848.0,2867.0,263.0,611.0,2181.0,1796.0,358.0,1197.0,2265.0,605.0,227.0,69.27,75.24,77.46,84.0,86.0,60.0,4274.7,3097.0,3110.13,540.0,34.42,48.14,48.14,208.13,209.12,203.84,2537.14,246.8,174.52,610.33,84.42,1367.89,981.11,234.37,247.76,235.36,2273.0,1193.0,1225.0,4691.0,254.0,251.0,37.0,499.0,7.0,1258.0,1197.0,2019.0,3212.0,261.0,606.0,2237.0,1487.0,383.0,1305.0,2559.0,636.0,271.0,73.58,78.6,94.62,94.0,83.0,77.0,4718.04,3466.0,3477.08,598.0,38.82,57.53,57.6,227.96,229.11,222.23
STL,2025,STL,STL,Team Level,5on5,82,0.49,0.48,0.48,246650.0,1860.21,160.24,123.74,461.97,61.65,991.06,725.47,152.66,161.27,153.6,1679.0,847.0,973.0,3499.0,164.0,212.0,16.0,347.0,3.0,886.0,914.0,1515.0,2362.0,239.0,565.0,1691.0,1734.0,296.0,1064.0,1875.0,504.0,147.0,57.11,62.36,40.76,72.0,74.0,18.0,3505.7,2526.0,2539.13,490.0,25.7,39.84,39.84,145.97,146.96,143.84,2000.84,164.74,130.83,507.29,67.02,1070.22,790.98,158.19,165.69,159.18,1779.0,953.0,1029.0,3761.0,174.0,201.0,25.0,426.0,5.0,995.0,931.0,1605.0,2558.0,240.0,558.0,1789.0,1412.0,322.0,1154.0,2095.0,471.0,166.0,59.79,58.9,46.05,81.0,59.0,34.0,3788.04,2732.0,2743.07,545.0,27.26,41.77,42.17,149.77,150.92,148.15
STL,2025,STL,STL,Team Level,4on5,82,0.08,0.12,0.13,21057.0,49.43,3.5,2.41,8.03,1.54,16.52,35.0,3.44,3.5,3.44,52.0,15.0,12.0,79.0,5.0,2.0,0.0,7.0,0.0,9.0,44.0,47.0,62.0,5.0,10.0,179.0,28.0,30.0,35.0,55.0,10.0,2.0,1.63,1.32,0.55,3.0,1.0,1.0,79.0,67.0,67.0,30.0,0.56,0.42,0.42,3.64,3.64,3.59,327.69,40.16,29.59,68.97,10.72,196.83,103.74,37.68,40.16,37.68,289.0,161.0,121.0,571.0,49.0,37.0,11.0,48.0,1.0,162.0,153.0,240.0,401.0,10.0,18.0,186.0,13.0,17.0,80.0,309.0,94.0,47.0,7.72,11.08,21.35,8.0,14.0,27.0,571.0,450.0,450.0,8.0,7.65,10.11,9.78,38.01,38.01,35.97
STL,2025,STL,STL,Team Level,5on4,82,0.85,0.85,0.83,21365.0,261.64,31.66,23.66,54.15,8.75,153.12,81.65,30.13,31.66,30.13,253.0,100.0,124.0,477.0,37.0,29.0,3.0,47.0,0.0,118.0,122.0,216.0,316.0,13.0,26.0,194.0,19.0,20.0,71.0,254.0,58.0,41.0,7.17,7.21,17.28,6.0,8.0,23.0,477.0,353.0,353.0,4.0,6.07,5.44,5.44,32.3,32.3,31.38,54.39,5.37,3.12,8.08,1.8,18.02,37.61,5.33,5.37,5.33,55.0,19.0,10.0,84.0,4.0,2.0,0.0,2.0,0.0,12.0,54.0,51.0,70.0,5.0,10.0,149.0,38.0,34.0,37.0,48.0,20.0,6.0,1.42,2.6,1.36,1.0,2.0,1.0,84.0,74.0,74.0,31.0,0.71,0.31,0.31,5.77,5.77,5.74
CGY,2025,CGY,CGY,Team Level,other,82,0.44,0.44,0.41,12431.0,129.94,30.36,8.81,23.48,4.46,65.62,44.27,28.06,30.36,28.06,116.0,61.0,74.0,251.0,25.0,13.0,7.0,18.0,2.0,58.0,61.0,91.0,152.0,6.0,14.0,132.0,36.0,23.0,38.0,81.0,52.0,44.0,3.17,6.35,20.84,0.0,5.0,20.0,251.0,177.0,177.0,16.0,2.57,4.95,5.33,27.61,27.61,26.12,187.43,39.31,13.4,34.94,6.21,98.56,59.58,35.79,39.31,35.79,170.0,82.0,72.0,324.0,36.0,18.0,0.0,32.0,1.0,96.0,69.0,134.0,216.0,5.0,12.0,158.0,22.0,28.0,26.0,124.0,78.0,50.0,5.44,10.08,23.8,2.0,9.0,25.0,324.0,252.0,252.0,7.0,3.91,5.1,5.1,38.13,38.13,35.7
CGY,2025,CGY,CGY,Team Level,all,82,0.46,0.49,0.48,298507.0,2511.26,232.23,170.73,612.03,84.84,1331.84,984.39,222.48,232.13,222.39,2307.0,1110.0,1372.0,4789.0,208.0,255.0,33.0,475.0,6.0,1165.0,1308.0,2099.0,3209.0,292.0,659.0,2312.0,1660.0,371.0,1358.0,2564.0,607.0,246.0,73.48,76.17,82.59,78.0,72.0,58.0,4769.87,3417.0,3414.8,676.0,37.93,53.8,54.23,215.87,215.73,210.6,2692.32,270.16,188.65,643.63,91.23,1434.39,1046.94,255.51,271.59,256.86,2455.0,1220.0,1342.0,5017.0,256.0,318.0,30.0,553.0,9.0,1218.0,1321.0,2199.0,3419.0,284.0,643.0,2376.0,1599.0,432.0,1297.0,2638.0,734.0,303.0,79.98,90.42,99.74,88.0,87.0,81.0,5053.1,3675.0,3688.06,574.0,42.4,64.0,64.05,248.51,249.86,242.46
CGY,2025,CGY,CGY,Team Level,5on5,82,0.47,0.49,0.49,241983.0,1993.79,158.54,129.2,509.55,67.75,1061.28,792.74,153.11,158.45,153.01,1833.0,887.0,1131.0,3851.0,144.0,194.0,17.0,386.0,3.0,943.0,1050.0,1689.0,2576.0,246.0,563.0,1791.0,1570.0,304.0,1204.0,2113.0,454.0,153.0,59.59,57.06,41.9,73.0,50.0,21.0,3831.87,2720.0,2717.8,626.0,26.95,37.85,37.93,147.49,147.35,145.22,2079.95,178.88,138.03,521.45,70.7,1103.23,831.73,171.47,180.3,172.83,1878.0,966.0,1129.0,3973.0,176.0,242.0,21.0,455.0,7.0,939.0,1025.0,1702.0,2668.0,255.0,585.0,1843.0,1534.0,363.0,1151.0,2137.0,520.0,187.0,64.34,63.69,50.84,81.0,64.0,31.0,4009.1,2844.0,2857.06,524.0,28.9,45.89,45.94,161.83,163.18,159.82
CGY,2025,CGY,CGY,Team Level,4on5,82,0.15,0.16,0.17,22356.0,77.77,7.63,3.83,11.57,2.43,23.61,52.93,7.46,7.63,7.46,79.0,23.0,21.0,123.0,10.0,8.0,2.0,8.0,0.0,17.0,59.0,69.0,92.0,12.0,26.0,186.0,38.0,28.0,32.0,70.0,24.0,8.0,2.05,3.18,2.4,3.0,5.0,2.0,123.0,102.0,102.0,27.0,0.87,1.33,1.33,7.18,7.18,7.13,359.57,44.76,33.52,77.83,12.13,211.05,111.7,41.11,44.76,41.11,338.0,153.0,134.0,625.0,41.0,54.0,8.0,59.0,1.0,168.0,168.0,297.0,450.0,13.0,24.0,196.0,13.0,15.0,73.0,324.0,111.0,56.0,8.67,13.4,22.7,4.0,14.0,23.0,625.0,491.0,491.0,5.0,8.76,12.22,12.22,41.3,41.3,39.71
CGY,2025,CGY,CGY,Team Level,5on4,82,0.83,0.86,0.83,21737.0,309.76,35.7,28.89,67.44,10.19,181.32,94.45,33.86,35.7,33.86,279.0,139.0,146.0,564.0,29.0,40.0,7.0,63.0,1.0,147.0,138.0,250.0,389.0,28.0,56.0,203.0,16.0,16.0,84.0,300.0,77.0,41.0,8.68,9.58,17.44,2.0,12.0,15.0,564.0,418.0,418.0,7.0,7.54,9.67,9.64,33.6,33.6,32.14,65.36,7.21,3.7,9.42,2.2,21.55,43.94,7.14,7.21,7.14,69.0,19.0,7.0,95.0,3.0,4.0,1.0,7.0,0.0,15.0,59.0,66.0,85.0,11.0,22.0,179.0,30.0,26.0,47.0,53.0,25.0,10.0,1.53,3.27,2.4,1.0,0.0,2.0,95.0,88.0,88.0,38.0,0.84,0.78,0.78,7.26,7.26,7.23
CAR,2025,CAR,CAR,Team Level,other,82,0.59,0.58,0.57,11604.0,188.29,42.63,12.62,33.61,6.18,98.37,62.59,39.82,42.63,39.82,155.0,101.0,102.0,358.0,46.0,9.0,1.0,25.0,0.0,104.0,72.0,109.0,210.0,9.0,18.0,133.0,34.0,24.0,35.0,122.0,79.0,55.0,4.74,9.7,28.2,9.0,12.0,25.0,358.0,256.0,256.0,17.0,3.68,3.11,3.11,43.2,43.2,40.92,139.93,30.2,10.07,27.27,5.0,72.88,44.58,28.83,30.2,28.83,118.0,72.0,64.0,254.0,30.0,13.0,2.0,17.0,0.0,77.0,53.0,88.0,160.0,10.0,20.0,153.0,29.0,19.0,52.0,96.0,47.0,47.0,3.81,5.68,20.7,5.0,6.0,19.0,254.0,190.0,190.0,25.0,2.86,3.62,3.62,29.43,29.43,28.45
CAR,2025,CAR,CAR,Team Level,all,82,0.56,0.59,0.59,299814.0,3075.26,300.64,205.63,759.64,103.51,1622.84,1174.74,285.77,303.09,288.1,2638.0,1529.0,1584.0,5751.0,291.0,312.0,28.0,644.0,4.0,1525.0,1391.0,2347.0,3876.0,278.0,588.0,2495.0,1635.0,470.0,1325.0,3072.0,767.0,328.0,94.41,94.64,111.6,106.0,105.0,80.0,5835.07,4167.0,4224.98,571.0,45.82,60.35,60.63,285.83,287.92,279.87,2192.66,235.15,154.92,516.37,73.94,1135.92,833.7,224.03,233.97,222.93,1963.0,987.0,1001.0,3951.0,236.0,259.0,29.0,349.0,3.0,1006.0,1097.0,1727.0,2714.0,286.0,605.0,2483.0,1930.0,354.0,1360.0,2032.0,656.0,262.0,64.53,80.32,90.29,71.0,96.0,69.0,3906.3,2950.0,2922.58,692.0,34.93,55.97,55.97,214.11,213.41,208.04
CAR,2025,CAR,CAR,Team Level,5on5,82,0.56,0.6,0.59,244683.0,2432.9,202.33,155.95,633.78,82.19,1286.38,944.36,193.83,204.78,196.16,2073.0,1232.0,1315.0,4620.0,185.0,256.0,21.0,535.0,3.0,1201.0,1125.0,1888.0,3120.0,243.0,512.0,1958.0,1540.0,391.0,1138.0,2549.0,548.0,208.0,78.0,67.9,56.42,82.0,76.0,27.0,4704.06,3305.0,3362.98,503.0,32.57,47.74,48.01,186.89,188.97,185.29,1706.56,157.01,115.17,418.34,57.29,888.03,666.14,150.82,155.84,149.73,1521.0,781.0,807.0,3109.0,160.0,193.0,16.0,290.0,3.0,787.0,869.0,1361.0,2142.0,245.0,514.0,1928.0,1818.0,297.0,1199.0,1644.0,511.0,147.0,52.14,62.84,42.03,61.0,76.0,23.0,3064.3,2302.0,2274.58,633.0,24.15,38.91,39.57,141.6,140.9,138.5
CAR,2025,CAR,CAR,Team Level,4on5,82,0.18,0.2,0.23,21718.0,88.47,9.18,4.71,13.11,2.71,27.3,58.99,8.72,9.18,8.72,86.0,30.0,12.0,128.0,9.0,9.0,2.0,14.0,0.0,20.0,64.0,77.0,107.0,7.0,17.0,172.0,50.0,40.0,57.0,72.0,36.0,8.0,2.42,4.62,2.14,2.0,5.0,2.0,128.0,116.0,116.0,40.0,1.07,1.45,1.45,8.79,8.79,8.57,287.21,41.73,26.69,61.65,9.64,155.87,83.43,38.44,41.73,38.44,258.0,121.0,125.0,504.0,42.0,49.0,10.0,41.0,0.0,134.0,113.0,216.0,337.0,16.0,35.0,220.0,25.0,8.0,74.0,240.0,78.0,61.0,7.04,9.18,25.5,4.0,12.0,26.0,504.0,379.0,379.0,4.0,7.24,12.3,11.64,37.31,37.31,35.38
CAR,2025,CAR,CAR,Team Level,5on4,82,0.88,0.88,0.86,21809.0,365.59,46.5,32.35,79.13,12.44,210.79,108.8,43.4,46.5,43.4,324.0,166.0,155.0,645.0,51.0,38.0,4.0,70.0,1.0,200.0,130.0,273.0,439.0,19.0,41.0,232.0,11.0,15.0,95.0,329.0,104.0,57.0,9.25,12.41,24.83,13.0,12.0,26.0,645.0,490.0,490.0,11.0,8.51,8.05,8.05,46.95,46.95,45.1,58.97,6.22,2.99,9.11,2.01,19.14,39.54,5.94,6.22,5.94,66.0,13.0,5.0,84.0,4.0,4.0,1.0,1.0,0.0,8.0,62.0,62.0,75.0,15.0,36.0,182.0,58.0,30.0,35.0,52.0,20.0,7.0,1.54,2.62,2.06,1.0,2.0,1.0,84.0,79.0,79.0,30.0,0.69,1.14,1.14,5.77,5.77,5.72
MIN,2025,MIN,MIN,Team Level,other,82,0.55,0.54,0.55,9852.0,175.84,39.9,13.14,31.58,6.67,97.18,57.53,37.11,39.9,37.11,153.0,93.0,72.0,318.0,39.0,18.0,2.0,24.0,0.0,95.0,70.0,114.0,207.0,12.0,27.0,116.0,15.0,11.0,30.0,138.0,51.0,57.0,5.5,6.38,28.01,5.0,9.0,25.0,318.0,246.0,246.0,11.0,3.99,3.68,2.83,41.06,41.06,38.64,150.87,32.8,10.86,27.42,5.08,81.9,45.94,30.18,32.8,30.18,140.0,64.0,68.0,272.0,33.0,10.0,2.0,20.0,1.0,81.0,59.0,107.0,171.0,13.0,29.0,131.0,30.0,17.0,34.0,117.0,46.0,41.0,4.42,5.45,22.93,6.0,8.0,19.0,272.0,204.0,204.0,11.0,3.39,3.04,3.04,33.14,33.14,30.75
MIN,2025,MIN,MIN,Team Level,all,82,0.52,0.49,0.5,300590.0,2676.49,265.88,191.21,632.15,90.53,1443.88,1036.34,252.09,268.13,254.2,2394.0,1266.0,1238.0,4898.0,268.0,304.0,28.0,468.0,3.0,1316.0,1301.0,2126.0,3392.0,263.0,600.0,2192.0,1742.0,374.0,1221.0,2675.0,690.0,295.0,78.16,83.0,104.73,99.0,89.0,80.0,4959.78,3660.0,3700.44,534.0,43.17,59.52,59.97,249.09,250.93,243.1,2672.88,242.92,186.69,645.83,89.74,1469.78,1046.05,230.84,241.75,229.78,2414.0,1267.0,1405.0,5086.0,235.0,270.0,30.0,541.0,8.0,1300.0,1327.0,2179.0,3446.0,298.0,676.0,2508.0,1516.0,356.0,1248.0,2866.0,587.0,228.0,83.83,74.21,84.89,86.0,79.0,70.0,5053.65,3681.0,3655.94,607.0,41.68,55.57,56.45,228.15,227.31,220.53
